IDTransaction;Date;TransactionType;Symbol;Unit;
2600427310;24/01/2024 19:57:31;BUY;TIMB;22;
2746467489;06/06/2024 16:59:29;BUY;TT;22;
2655384107;14/03/2024 14:48:30;BUY;RCMT;22;
2622800267;15/10/2024 08:47:37;SELL;FNC;22;
2649377096;18/06/2024 08:13:14;SELL;FNC;22;
2671316010;09/12/2024 19:20:19;SELL;BRFS;22;
2619034203;16/02/2024 16:19:36;SELL;TIMB;22;
2683909310;25/01/2024 15:50:22;SELL;APP;22;
2623991192;24/01/2024 16:37:02;SELL;TIMB;22;
2664891963;10/01/2024 14:36:24;SELL;CAE;22;
2640925973;05/08/2024 07:06:21;SELL;FNC;22;
2609684528;05/02/2024 15:42:14;SELL;APP;22;
2588898943;20/12/2024 14:30:06;SELL;PHVS;22;
2655776320;23/10/2024 17:34:11;SELL;INTC;22;
2623867315;14/10/2024 08:31:09;SELL;FNC;22;
2853632518;30/01/2024 14:31:51;SELL;APP;22;
2631176695;21/10/2024 14:39:54;SELL;INTC;22;
2629928616;27/09/2024 15:42:52;SELL;BRFS;22;
2699921379;26/01/2024 14:57:21;SELL;APP;22;
2775919387;14/03/2024 13:32:09;SELL;INTC;22;
2795233517;24/01/2024 19:58:14;SELL;TIMB;22;
2628471949;16/07/2024 13:56:21;SELL;TT;22;
2664884166;18/03/2024 13:30:19;SELL;RCMT;22;
2608924886;30/01/2024 15:48:32;BUY;TIMB;21;
2616885785;05/01/2024 15:00:35;BUY;INTC;21;
2793367434;08/05/2024 07:01:37;BUY;FNC;21;
2690445068;13/05/2024 08:15:44;BUY;FNC;21;
2607797993;16/02/2024 14:50:47;BUY;RCMT;21;
2648582194;07/05/2024 14:15:53;BUY;FNC;21;
2720430554;01/11/2024 14:39:22;BUY;BRFS;21;
2720430782;09/02/2024 17:59:14;BUY;APP;21;
2660507784;06/02/2024 14:40:48;BUY;APP;21;
2626479603;13/02/2024 14:37:45;BUY;APP;21;
2632428390;03/09/2024 18:00:45;BUY;ACN;21;
2624682764;31/01/2024 15:33:41;SELL;TIMB;21;
2649377922;09/01/2024 14:30:47;SELL;INTC;21;
2642968382;08/05/2024 10:13:03;SELL;FNC;21;
2793370054;17/05/2024 07:00:06;SELL;FNC;21;
2596410420;16/02/2024 17:51:02;SELL;RCMT;21;
2695622093;08/05/2024 11:34:30;SELL;FNC;21;
2633042896;07/11/2024 18:32:17;SELL;BRFS;21;
2607250595;09/02/2024 19:09:28;SELL;APP;21;
2622805082;06/02/2024 19:08:37;SELL;APP;21;
2687705816;13/02/2024 19:13:03;SELL;APP;21;
2699914346;06/09/2024 15:17:34;SELL;PHVS;21;
2670193098;12/07/2024 15:53:57;BUY;BRFS;20;
2654091185;09/01/2024 15:47:54;BUY;INTC;20;
2699913459;03/01/2024 09:03:44;BUY;CAE;20;
2623279815;09/04/2024 15:13:03;BUY;INTC;20;
2698586498;10/04/2024 17:13:24;BUY;INTC;20;
2643642956;02/04/2024 15:25:36;BUY;TIMB;20;
2799449704;12/11/2024 18:50:24;BUY;BRFS;20;
2793365259;12/04/2024 14:15:57;BUY;INTC;20;
2813787927;08/05/2024 14:04:42;BUY;TT;20;
2628875108;08/02/2024 14:44:42;BUY;APP;20;
2687652080;31/10/2024 15:25:25;BUY;ZK;20;
2787485219;13/02/2024 20:16:07;BUY;RIG;20;
2634468842;12/01/2024 15:55:44;SELL;INTC;20;
2800628742;04/01/2024 11:54:56;SELL;CAE;20;
2658146887;10/04/2024 13:30:36;SELL;INTC;20;
2752655589;12/04/2024 13:32:18;SELL;INTC;20;
2655771926;03/04/2024 13:55:24;SELL;TIMB;20;
2609792565;12/11/2024 20:22:19;SELL;BRFS;20;
2729840979;19/04/2024 13:37:34;SELL;INTC;20;
2608735122;06/11/2024 17:24:04;SELL;TT;20;
2695620074;08/02/2024 18:16:46;SELL;APP;20;
2648587680;01/11/2024 13:30:03;SELL;EH;20;
2599646276;16/02/2024 14:30:52;SELL;RIG;20;
2599492518;25/03/2024 16:25:57;BUY;RDDT;19;
2710620745;08/10/2024 14:27:03;BUY;BRFS;19;
2813637414;04/01/2024 08:19:35;BUY;AZM;19;
2775817476;25/01/2024 15:13:54;BUY;ACN;19;
2612042339;05/12/2024 16:18:35;BUY;ACN;19;
2610561756;05/04/2024 14:03:17;BUY;INTC;19;
2622799766;29/05/2024 07:53:36;BUY;FNC;19;
2621324658;02/01/2024 19:17:25;BUY;CSCO;19;
2661331458;06/12/2024 14:30:39;BUY;ACN;19;
2607812241;11/06/2024 14:01:10;BUY;FNC;19;
2615349771;25/03/2024 16:35:04;SELL;RDDT;19;
2598054009;18/10/2024 14:47:10;SELL;BRFS;19;
2680642934;11/01/2024 10:11:49;SELL;AZM;19;
2628510556;30/01/2024 15:01:56;SELL;PHVS;19;
2649380006;05/12/2024 20:37:42;SELL;PHVS;19;
2596370621;09/04/2024 13:49:46;SELL;INTC;19;
2676826903;11/06/2024 10:09:07;SELL;FNC;19;
2591803034;22/01/2024 18:27:09;SELL;CSCO;19;
2861992304;06/12/2024 18:40:10;SELL;PHVS;19;
2624741072;07/11/2024 16:16:45;SELL;FNC;19;
2736982380;30/10/2024 19:02:20;BUY;HNGZY;18;
2652309362;04/11/2024 16:22:09;BUY;HNGZY;18;
2621085084;20/02/2024 19:53:26;BUY;TIMB;18;
2782824675;24/07/2024 18:29:43;BUY;BRFS;18;
2612542358;11/03/2024 14:17:29;BUY;TIMB;18;
2600367488;15/01/2024 15:34:44;BUY;AZM;18;
2618966992;28/03/2024 14:00:10;BUY;RDDT;18;
2646028055;20/02/2024 15:44:43;BUY;TIMB;18;
2657086381;24/07/2024 19:31:58;BUY;BRFS;18;
2657059729;08/01/2024 14:43:55;BUY;BKR;18;
2610931340;11/03/2024 14:18:31;BUY;ACN;18;
2653836825;09/12/2024 16:12:05;BUY;FNC;18;
2855788425;31/10/2024 15:18:09;SELL;EH;18;
2856853786;04/11/2024 16:41:06;SELL;EH;18;
2829178278;21/02/2024 15:08:15;SELL;TIMB;18;
2640999447;01/08/2024 14:23:00;SELL;BRFS;18;
2650895152;12/03/2024 15:50:51;SELL;TIMB;18;
2769833601;25/01/2024 12:26:28;SELL;AZM;18;
2591895355;01/04/2024 13:36:07;SELL;RDDT;18;
2634437000;20/02/2024 16:08:26;SELL;TIMB;18;
2655769576;01/08/2024 14:23:00;SELL;BRFS;18;
2687654476;10/01/2024 14:30:29;SELL;BKR;18;
2622271113;12/03/2024 17:07:51;SELL;PHVS;18;
2616845118;16/02/2024 20:55:26;BUY;INTC;17;
2782803267;13/02/2024 20:17:21;BUY;RCMT;17;
2787865606;16/08/2024 17:41:47;BUY;MDT;17;
2589465390;21/02/2024 14:55:02;BUY;INTC;17;
2649377249;16/02/2024 18:36:58;BUY;RCMT;17;
2720583269;13/03/2024 16:15:12;BUY;RCMT;17;
2616414430;30/01/2024 20:52:08;BUY;WDC;17;
2843525024;28/06/2024 14:36:38;BUY;GSL;17;
2630726410;28/05/2024 18:05:03;BUY;GSL;17;
2643088198;22/02/2024 16:20:37;BUY;RCMT;17;
2644791594;05/03/2024 20:32:51;BUY;INTC;17;
2644010787;06/03/2024 14:38:23;BUY;ACN;17;
2722897573;22/05/2024 13:33:09;BUY;BRFS;17;
2632220633;20/02/2024 15:42:36;BUY;RCMT;17;
2649375376;21/02/2024 14:30:24;SELL;INTC;17;
2888695416;16/02/2024 14:33:18;SELL;RCMT;17;
2622803223;29/10/2024 13:35:11;SELL;ETN;17;
2665788353;22/02/2024 14:42:42;SELL;INTC;17;
2622268602;20/02/2024 14:30:15;SELL;RCMT;17;
2624545744;09/04/2024 16:53:26;SELL;RCMT;17;
2625324219;13/02/2024 14:30:16;SELL;WDC;17;
2861935446;03/06/2024 19:58:07;SELL;GSL;17;
2591810128;23/02/2024 14:30:29;SELL;RCMT;17;
2856852437;06/03/2024 19:14:30;SELL;INTC;17;
2624766857;06/03/2024 15:07:20;SELL;PHVS;17;
2627096670;24/05/2024 14:44:54;SELL;BRFS;17;
2624393072;20/02/2024 20:59:56;SELL;RCMT;17;
2625681417;06/06/2024 13:40:28;BUY;BRFS;16;
2650893439;05/04/2024 13:59:03;BUY;RDDT;16;
2628801399;21/02/2024 14:51:03;BUY;RCMT;16;
2614064684;01/05/2024 15:11:07;BUY;STNE;16;
2629589456;16/04/2024 14:01:31;BUY;STNE;16;
2599581939;01/03/2024 14:54:35;BUY;BORR;16;
2631015947;28/05/2024 15:34:39;BUY;BRFS;16;
2628586424;07/03/2024 15:18:01;BUY;INTC;16;
2629364519;19/03/2024 14:11:01;BUY;TIMB;16;
2855787122;05/03/2024 15:54:56;BUY;BORR;16;
2607243710;29/01/2024 14:31:33;BUY;WDC;16;
2718484415;01/04/2024 16:10:45;BUY;INTC;16;
2715473627;08/03/2024 20:49:15;BUY;INTC;16;
2607221413;10/06/2024 17:10:37;SELL;BRFS;16;
2612040651;09/04/2024 14:00:30;SELL;RDDT;16;
2612542939;22/02/2024 15:45:32;SELL;RCMT;16;
2625333279;06/05/2024 18:21:44;SELL;STNE;16;
2622551233;06/05/2024 18:21:44;SELL;STNE;16;
2665684790;05/03/2024 15:32:09;SELL;BORR;16;
2612541330;30/05/2024 14:42:18;SELL;BRFS;16;
2730469491;08/03/2024 16:32:31;SELL;INTC;16;
2623601431;14/02/2024 14:52:07;SELL;APP;16;
2621482006;22/03/2024 18:24:33;SELL;TIMB;16;
2710633331;14/03/2024 08:00:01;SELL;BORR;16;
2670773821;30/01/2024 19:09:40;SELL;WDC;16;
2623643106;04/04/2024 19:00:32;SELL;INTC;16;
2666422187;12/03/2024 13:36:18;SELL;INTC;16;
2674682814;01/04/2024 16:04:19;BUY;STNE;15;
2856853262;08/04/2024 14:53:06;BUY;TIMB;15;
2678631376;20/05/2024 14:26:03;BUY;MDT;15;
2861937303;20/05/2024 17:23:49;BUY;BRFS;15;
2625339866;23/02/2024 16:56:57;BUY;TIMB;15;
2623923837;10/04/2024 13:37:58;BUY;TIMB;15;
2662581587;14/02/2024 14:39:27;BUY;TIMB;15;
2709718225;23/02/2024 20:18:32;BUY;TIMB;15;
2676367129;26/02/2024 15:21:03;BUY;TIMB;15;
2670774332;30/04/2024 13:59:28;BUY;BRFS;15;
2837395147;28/05/2024 18:07:06;BUY;WF;15;
2829081894;22/02/2024 14:51:34;BUY;BORR;15;
2621431974;09/04/2024 14:27:04;SELL;STNE;15;
2669623745;08/02/2024 16:24:59;SELL;BORR;15;
2698943457;09/04/2024 14:47:41;SELL;TIMB;15;
2827353089;24/05/2024 14:44:53;SELL;BRFS;15;
2691811695;23/02/2024 20:09:02;SELL;TIMB;15;
2681716083;12/04/2024 13:30:14;SELL;TIMB;15;
2890832755;14/02/2024 14:57:53;SELL;TIMB;15;
2725680167;26/02/2024 14:53:07;SELL;TIMB;15;
2656970679;26/02/2024 18:26:59;SELL;TIMB;15;
2666426433;07/05/2024 13:30:14;SELL;BRFS;15;
2603436841;30/07/2024 13:30:16;SELL;WF;15;
2604647945;01/03/2024 12:09:57;SELL;BORR;15;
2600514078;05/04/2024 14:00:01;BUY;TIMB;14;
2782790635;14/06/2024 14:01:20;BUY;UCG;14;
2709690073;27/02/2024 15:03:22;BUY;TIMB;14;
2689240998;05/01/2024 16:05:22;BUY;BKR;14;
2738727510;30/10/2024 16:50:07;BUY;HNGZY;14;
2624648888;05/04/2024 16:47:31;SELL;TIMB;14;
2676819820;19/06/2024 07:00:30;SELL;UCG;14;
2736753416;27/02/2024 15:47:43;SELL;TIMB;14;
2693539468;08/01/2024 14:39:01;SELL;BKR;14;
2644336282;30/10/2024 17:34:01;SELL;EH;14;
2646423717;13/02/2024 20:23:18;BUY;TDC;13;
2696724218;10/05/2024 19:57:37;BUY;BRFS;13;
2711335235;13/06/2024 07:25:53;BUY;UCG;13;
2655361117;14/02/2024 16:06:55;BUY;TDC;13;
2634458264;04/04/2024 13:40:50;BUY;TIMB;13;
2751213359;11/06/2024 14:17:45;BUY;UCG;13;
2591812419;23/04/2024 13:42:52;BUY;TIMB;13;
2842209256;05/03/2024 16:53:19;BUY;TIMB;13;
2669634821;06/03/2024 20:56:42;BUY;TIMB;13;
2679865198;26/04/2024 14:16:30;BUY;BRFS;13;
2718599654;09/05/2024 13:55:35;BUY;BRFS;13;
2718951265;14/03/2024 14:58:31;BUY;TIMB;13;
2632223189;14/02/2024 14:30:22;SELL;TDC;13;
2681720252;24/07/2024 19:31:36;SELL;BRFS;13;
2624399069;25/07/2024 07:01:29;SELL;UCG;13;
2632430457;07/03/2024 14:52:44;SELL;TDC;13;
2633244398;04/04/2024 13:52:33;SELL;TIMB;13;
2747000299;13/06/2024 07:00:31;SELL;UCG;13;
2698947243;23/04/2024 13:48:45;SELL;TIMB;13;
2725603473;06/03/2024 14:46:15;SELL;TIMB;13;
2630617864;11/03/2024 14:17:29;SELL;TIMB;13;
2678621431;07/05/2024 13:30:14;SELL;BRFS;13;
2629279548;09/05/2024 15:01:02;SELL;BRFS;13;
2700095037;15/03/2024 16:54:38;SELL;TIMB;13;
2687593745;01/03/2024 14:55:09;BUY;TIMB;12;
2638364422;19/01/2024 18:43:58;BUY;APP;12;
2725166385;12/01/2024 17:14:46;BUY;APP;12;
2647132462;07/05/2024 14:15:27;BUY;BRFS;12;
2659103817;17/04/2024 19:28:08;BUY;RDDT;12;
2644170164;01/03/2024 15:27:17;SELL;TIMB;12;
2610191292;23/01/2024 15:38:55;SELL;APP;12;
2669642997;17/01/2024 14:45:47;SELL;APP;12;
2649378917;24/07/2024 18:29:22;SELL;BRFS;12;
2793369064;19/04/2024 19:45:53;SELL;RDDT;12;
2629348477;08/05/2024 13:59:57;BUY;GM;11;
2626989720;01/04/2024 16:00:26;BUY;ACN;11;
2653837225;30/04/2024 13:57:12;BUY;RDDT;11;
2612041275;08/10/2024 14:27:30;BUY;HNGZY;11;
2751215672;19/04/2024 19:54:42;BUY;ARM;11;
2725599511;10/04/2024 13:36:54;BUY;RDDT;11;
2631013892;23/12/2024 08:00:20;BUY;NIO;11;
2644924460;28/05/2024 19:22:24;BUY;GM;11;
2645693379;15/03/2024 17:29:09;BUY;TIMB;11;
2720360679;26/03/2024 19:58:54;BUY;RCMT;11;
2628506127;18/01/2024 14:34:56;BUY;APP;11;
2845134048;11/06/2024 16:14:19;SELL;GM;11;
2628821498;04/04/2024 13:45:42;SELL;PHVS;11;
2775802315;02/05/2024 19:38:34;SELL;RDDT;11;
2650915785;09/10/2024 15:23:27;SELL;EH;11;
2601012580;22/04/2024 13:59:24;SELL;ARM;11;
2667978588;17/04/2024 16:05:45;SELL;RDDT;11;
2628509569;23/12/2024 15:12:23;SELL;NIO;11;
2775881051;11/06/2024 16:17:59;SELL;GM;11;
2592618186;15/03/2024 19:09:19;SELL;TIMB;11;
2650920723;27/03/2024 18:58:54;SELL;RCMT;11;
2879459423;19/01/2024 15:35:30;SELL;APP;11;
2589190551;07/08/2024 13:44:14;BUY;RDDT;10;
2608576946;16/10/2024 13:44:07;BUY;HNGZY;10;
2875757228;21/11/2024 17:46:02;BUY;AMZN;10;
2678628809;15/02/2024 14:41:51;BUY;CSCO;10;
2725824013;13/02/2024 19:55:15;BUY;ARM;10;
2587620338;21/03/2024 19:02:50;BUY;RDDT;10;
2876688752;07/05/2024 14:31:58;BUY;RDDT;10;
2736704399;03/04/2024 19:55:39;BUY;RDDT;10;
2680939184;02/04/2024 15:17:37;BUY;RDDT;10;
2682414168;22/10/2024 18:46:14;BUY;HNGZY;10;
2671317236;10/10/2024 15:20:35;BUY;HNGZY;10;
2853634045;09/02/2024 17:31:53;BUY;APP;10;
2683936162;09/08/2024 13:30:36;SELL;RDDT;10;
2710643864;18/10/2024 19:40:22;SELL;EH;10;
2620115681;02/01/2024 14:38:20;SELL;CAE;10;
2843008041;02/12/2024 18:11:52;SELL;AMZN;10;
2623952238;14/03/2024 13:56:13;SELL;CSCO;10;
2591661607;14/02/2024 14:33:33;SELL;ARM;10;
2710237381;21/03/2024 19:51:56;SELL;RDDT;10;
2712597783;08/05/2024 14:00:20;SELL;RDDT;10;
2626461272;04/04/2024 14:11:05;SELL;RDDT;10;
2709690478;03/04/2024 13:30:12;SELL;RDDT;10;
2843860768;14/02/2024 14:33:45;SELL;APP;10;
2621456832;23/10/2024 14:07:17;SELL;EH;10;
2617578779;11/10/2024 13:30:11;SELL;EH;10;
2623269541;12/02/2024 16:12:03;SELL;APP;10;
2802362086;16/08/2024 17:29:40;BUY;RDDT;9;
2607237500;09/02/2024 19:10:46;BUY;TSM;9;
2589297255;09/04/2024 15:09:39;BUY;XYZ;9;
2782185201;04/06/2024 13:51:46;BUY;RDDT;9;
2616483659;13/02/2024 16:03:10;BUY;NEE;9;
2888703591;09/02/2024 18:26:20;BUY;TSM;9;
2837401236;08/05/2024 14:01:15;BUY;UAL;9;
2829084666;02/04/2024 15:17:14;BUY;XYZ;9;
2609712660;13/02/2024 16:15:58;BUY;ARM;9;
2833379170;26/03/2024 19:55:37;BUY;TIMB;9;
2795602533;03/04/2024 13:33:28;BUY;RDDT;9;
2608942888;15/11/2024 17:30:12;BUY;AMZN;9;
2653834687;05/04/2024 14:05:49;BUY;XYZ;9;
2607798973;13/09/2024 16:05:05;SELL;RDDT;9;
2733408418;12/02/2024 15:06:49;SELL;TSM;9;
2655334673;15/04/2024 16:46:44;SELL;XYZ;9;
2683932232;05/06/2024 15:26:15;SELL;RDDT;9;
2854367006;15/02/2024 15:52:10;SELL;NEE;9;
2658370028;12/02/2024 19:16:30;SELL;TSM;9;
2847363868;20/05/2024 19:52:07;SELL;UAL;9;
2725154904;04/04/2024 18:29:26;SELL;XYZ;9;
2669625600;13/02/2024 16:20:06;SELL;ARM;9;
2762396982;27/03/2024 14:42:32;SELL;TIMB;9;
2680938476;03/04/2024 13:35:00;SELL;RDDT;9;
2670778125;21/11/2024 15:23:27;SELL;AMZN;9;
2725679556;09/04/2024 14:31:17;SELL;XYZ;9;
2614038167;24/01/2024 19:56:52;BUY;TSM;8;
2782780191;09/02/2024 17:29:46;BUY;ARM;8;
2855788653;21/02/2024 16:25:24;BUY;ARM;8;
2802360064;11/01/2024 16:12:46;BUY;NEE;8;
2591737455;22/02/2024 16:22:16;BUY;ARM;8;
2782796495;20/02/2024 16:28:33;BUY;ARM;8;
2625331611;21/02/2024 14:57:33;BUY;ARM;8;
2621431349;14/11/2024 18:39:44;BUY;GOOG;8;
2711375922;24/01/2024 14:40:45;BUY;WDC;8;
2785834697;20/05/2024 14:00:21;BUY;RDDT;8;
2813637771;15/05/2024 15:20:24;BUY;RDDT;8;
2607181131;24/01/2024 14:33:59;BUY;TSM;8;
2787864196;30/01/2024 20:51:09;BUY;AMD;8;
2854202758;31/01/2024 15:06:42;BUY;TSM;8;
2630122155;15/02/2024 14:40:18;BUY;APP;8;
2635635996;12/02/2024 17:26:19;BUY;ARM;8;
2621790581;26/03/2024 13:30:06;BUY;XYZ;8;
2614545665;31/01/2024 15:05:53;BUY;AMD;8;
2633037119;31/01/2024 14:30:40;SELL;TSM;8;
2653837776;12/02/2024 15:07:18;SELL;ARM;8;
2793370346;22/02/2024 14:53:13;SELL;ARM;8;
2608574683;17/01/2024 14:35:41;SELL;NEE;8;
2888702632;22/02/2024 20:47:08;SELL;ARM;8;
2663752392;21/02/2024 14:30:18;SELL;ARM;8;
2611548915;21/02/2024 15:46:46;SELL;ARM;8;
2633065867;15/11/2024 18:46:51;SELL;GOOG;8;
2623925231;26/01/2024 14:31:21;SELL;WDC;8;
2643950196;21/05/2024 13:30:13;SELL;RDDT;8;
2647141067;16/05/2024 13:30:10;SELL;RDDT;8;
2747042497;24/01/2024 18:39:14;SELL;TSM;8;
2710642867;31/01/2024 14:30:38;SELL;AMD;8;
2658147670;09/02/2024 14:35:52;SELL;TSM;8;
2699073899;15/02/2024 15:49:55;SELL;APP;8;
2614065608;12/02/2024 17:28:30;SELL;ARM;8;
2591797814;02/04/2024 13:30:40;SELL;XYZ;8;
2616770820;05/02/2024 14:50:56;SELL;AMD;8;
2687624475;13/03/2024 16:13:18;BUY;ARM;7;
2623952738;27/02/2024 20:56:19;BUY;ARM;7;
2655349239;26/03/2024 15:38:38;BUY;RDDT;7;
2718602363;21/02/2024 15:00:17;BUY;APP;7;
2687578416;13/02/2024 14:36:29;BUY;ARM;7;
2613586400;07/02/2024 14:30:26;BUY;AMD;7;
2687639490;05/03/2024 20:27:59;BUY;TSM;7;
2725162468;12/03/2024 14:49:44;BUY;ARM;7;
2715485097;06/03/2024 16:18:46;BUY;TSM;7;
2621077073;15/03/2024 19:27:22;BUY;GOOG;7;
2591747475;15/03/2024 18:52:18;BUY;GOOG;7;
2666424498;29/01/2024 20:59:02;BUY;AMD;7;
2627098323;13/03/2024 16:14:46;BUY;TSM;7;
2689898106;14/11/2024 18:41:40;BUY;AMZN;7;
2722116125;15/11/2024 17:31:02;BUY;CNH;7;
2717791550;10/10/2024 17:14:19;BUY;RDDT;7;
2620561258;04/03/2024 15:12:44;BUY;ARM;7;
2617682481;11/03/2024 14:09:42;BUY;TSM;7;
2620125476;16/07/2024 19:50:10;BUY;RDDT;7;
2725680760;05/01/2024 17:42:30;BUY;AMD;7;
2623270666;27/02/2024 14:57:45;BUY;GOOG;7;
2617632124;14/03/2024 19:33:24;BUY;TSM;7;
2658147413;16/04/2024 14:15:04;BUY;TSM;7;
2659970738;12/02/2024 15:35:04;BUY;AMZN;7;
2638411397;05/02/2024 16:34:07;BUY;AMD;7;
2740103755;02/08/2024 14:45:29;BUY;CNH;7;
2678640766;07/08/2024 17:27:04;BUY;CNH;7;
2644921877;04/01/2024 14:36:08;BUY;AMD;7;
2614039907;08/03/2024 20:47:26;BUY;GOOG;7;
2629309239;22/05/2024 14:27:25;BUY;XYZ;7;
2631014598;05/02/2024 14:37:04;BUY;AMZN;7;
2726261090;01/11/2024 13:31:08;BUY;CNH;7;
2643946718;22/02/2024 15:02:32;BUY;ARM;7;
2710635247;04/03/2024 20:38:18;BUY;GOOG;7;
2629876036;05/03/2024 19:36:13;BUY;ARM;7;
2795601928;05/03/2024 15:15:56;BUY;ARM;7;
2710627564;24/05/2024 16:17:59;BUY;XYZ;7;
2738997668;23/02/2024 16:53:49;BUY;ARM;7;
2749506912;08/03/2024 20:44:25;BUY;ARM;7;
2670008935;19/12/2024 15:01:49;BUY;CNH;7;
2664051732;12/02/2024 20:48:45;BUY;TSM;7;
2776297354;26/03/2024 13:35:56;BUY;RDDT;7;
2875755518;12/02/2024 15:33:44;BUY;ARM;233;
2680380987;14/02/2024 15:18:37;BUY;TSM;222;
2635814120;15/02/2024 14:37:45;BUY;ARM;222;
2658246418;21/11/2024 17:44:08;BUY;GOOG;222;
2654285890;05/01/2024 16:02:33;BUY;STNG;221;
2597778797;15/11/2024 17:29:08;BUY;ARM;221;
2655775654;14/02/2024 17:49:16;BUY;ARM;217;
2681539727;16/02/2024 20:53:48;BUY;ARM;217;
2890340058;14/02/2024 14:38:27;BUY;ARM;215;
2599272403;15/02/2024 15:38:49;BUY;ARM;215;
2645334654;11/03/2024 14:08:48;BUY;ARM;214;
2695620934;20/02/2024 19:32:59;BUY;TSM;214;
2639765200;01/02/2024 16:22:35;BUY;AMZN;202;
2827354054;13/03/2024 19:22:59;SELL;ARM;202;
2698944606;29/02/2024 20:43:52;SELL;ARM;199;
2854212838;27/03/2024 13:32:28;SELL;RDDT;199;
2596405573;22/02/2024 14:37:03;SELL;APP;198;
2650748152;13/02/2024 14:47:49;SELL;ARM;198;
2651958307;12/02/2024 18:23:08;SELL;AMD;198;
2829082566;06/03/2024 15:27:52;SELL;TSM;198;
2628484769;12/03/2024 14:58:15;SELL;ARM;195;
2629590312;07/03/2024 19:59:49;SELL;TSM;195;
2634457389;18/03/2024 14:58:30;SELL;GOOG;190;
2793366962;18/03/2024 16:50:51;SELL;GOOG;185;
2650908533;30/01/2024 18:05:59;SELL;AMD;185;
2623949043;14/03/2024 19:13:11;SELL;TSM;185;
2628508943;15/11/2024 14:30:06;SELL;AMZN;177;
2643948493;18/11/2024 14:33:48;SELL;IGT;177;
2838578274;11/01/2024 16:30:42;SELL;GOOG;155;
2815474042;15/10/2024 14:37:49;SELL;RDDT;155;
2626136042;05/03/2024 14:30:37;SELL;ARM;147;
2745914500;12/03/2024 13:37:20;SELL;TSM;147;
2669795053;07/08/2024 13:43:54;SELL;RDDT;146;
2625027843;09/01/2024 14:36:39;SELL;AMD;146;
2782790012;04/03/2024 14:31:19;SELL;GOOG;144;
2687641049;01/04/2024 14:52:04;SELL;TSM;144;
2665698396;18/04/2024 13:30:52;SELL;TSM;136;
2646423898;13/02/2024 14:30:28;SELL;AMZN;136;
2869128341;06/02/2024 14:46:26;SELL;AMD;135;
2601014333;07/08/2024 13:55:19;SELL;IGT;135;
2860010221;12/08/2024 15:25:07;SELL;IGT;135;
2671019574;05/01/2024 17:29:51;SELL;AMD;135;
2626857379;15/03/2024 15:36:52;SELL;GOOG;133;
2597750214;24/05/2024 13:54:43;SELL;XYZ;133;
2624391453;12/02/2024 15:30:32;SELL;AMZN;132;
2678634283;04/11/2024 14:34:58;SELL;LIN;132;
2591652788;22/02/2024 15:53:27;SELL;ARM;129;
2609945399;06/03/2024 15:05:08;SELL;ARM;129;
2628482356;08/03/2024 17:57:43;SELL;GOOG;129;
2632194824;05/03/2024 18:01:51;SELL;ARM;129;
2681717151;17/07/2024 13:30:13;SELL;XYZ;128;
2623950639;26/02/2024 14:47:36;SELL;ARM;128;
2682496115;11/03/2024 13:30:06;SELL;ARM;125;
2793365529;13/02/2024 14:31:05;SELL;TSM;123;
2630703897;26/03/2024 14:38:56;SELL;RDDT;123;
2853646314;12/02/2024 16:16:28;SELL;ARM;122;
2628654126;20/02/2024 15:01:27;SELL;TSM;122;
2829084240;15/02/2024 14:58:50;SELL;ARM;115;
2599288943;05/12/2024 20:54:43;SELL;GOOG;115;
2686595223;08/01/2024 14:32:02;SELL;STNG;107;
2655348610;03/01/2024 08:00:11;SELL;LULU;107;
2687587821;19/11/2024 20:51:32;SELL;ARM;103;
2650629269;15/02/2024 14:34:41;SELL;ARM;101;
2683929549;20/02/2024 15:21:24;SELL;ARM;101;
2670775322;14/02/2024 15:12:04;SELL;ARM;101;
2650907152;15/02/2024 20:18:40;SELL;ARM;101;
2635439300;12/03/2024 13:33:07;SELL;ARM;96;
2680934945;22/02/2024 19:52:50;SELL;TSM;96;
2736752979;02/02/2024 20:56:45;SELL;AMZN;93;
2740211053;19/09/2024 13:39:22;BUY;ROIV;93;
2625328187;19/03/2024 14:13:51;BUY;XYZ;93;
2755154374;23/05/2024 18:39:06;BUY;SKYW;92;
2742653057;28/08/2024 18:04:49;BUY;PNR;92;
2813636795;16/08/2024 17:34:22;BUY;PNR;92;
2606897321;24/09/2024 07:00:05;BUY;NIO;91;
2802359464;20/02/2024 20:43:41;BUY;AMD;91;
2849894045;16/04/2024 14:13:58;BUY;NIO;91;
2626529697;07/08/2024 13:43:21;BUY;NIO;91;
2690448936;27/02/2024 15:09:31;BUY;NIO;91;
2623946027;30/08/2024 14:01:34;BUY;PNR;91;
2628504962;18/03/2024 15:02:52;BUY;XYZ;87;
2879460442;01/07/2024 14:50:10;BUY;SKYW;87;
2875760729;14/03/2024 19:35:19;BUY;TSLA;84;
2747045856;26/01/2024 19:46:51;BUY;AMZN;84;
2850105132;03/06/2024 18:48:44;BUY;SKYW;84;
2890340652;25/01/2024 16:17:24;BUY;AMZN;84;
2860010522;25/04/2024 19:42:52;BUY;GOOG;83;
2762394737;08/03/2024 15:23:51;BUY;DOLE;83;
2719862692;11/01/2024 16:42:36;BUY;SEDG;82;
2643962378;11/01/2024 15:26:36;BUY;AMZN;82;
